company,ats_type,careers_url,location_filter
Oliveboard,Lever,https://www.oliveboard.in/careers,india
iQuanta,Custom,https://www.iquanta.in/careers,india
Career360,Custom,https://www.careers360.com/careers,india
Shiksha,Custom,https://www.shiksha.com/careers,india
CollegeDunia,Lever,https://collegedunia.com/careers,india
Collegedekho,Lever,https://www.collegedekho.com/careers,india
Practo,Lever,https://www.practo.com/careers,india
Portea Medical,Lever,https://www.portea.com/careers/,india
DocsApp,Lever,https://www.docsapp.in/careers,india
MFine,Lever,https://www.mfine.co/careers,india
Pristyn Care,Lever,https://www.pristyncare.com/careers/,india
Meddo Health,Lever,https://www.meddo.in/careers,india
HealthifyMe,Lever,https://www.healthifyme.com/careers/,india
GOQii,Lever,https://goqii.com/in-en/careers,india
Ultrahuman,Lever,https://www.ultrahuman.com/careers,india
Dozee,Lever,https://www.dozee.io/careers,india
SigTuple,Lever,https://sigtuple.com/careers/,india
Niramai,Lever,https://www.niramai.com/careers,india
Qure.ai,Lever,https://qure.ai/careers/,india
Tricog,Lever,https://www.tricog.com/careers,india
BeatO,Lever,https://www.beatoapp.com/careers,india
Phable Care,Lever,https://phablecare.com/careers,india
Apollo 247,Custom,https://www.apollo247.com/careers,india
Truemeds,Lever,https://www.truemeds.in/careers,india
Generico,Lever,https://www.generico.in/careers,india
SastaSundar,Lever,https://www.sastasundar.com/careers,india
Naukri,Custom,https://www.naukri.com/careers,india
Indeed India,Custom,https://www.indeed.com/cmp/Indeed/jobs,india
Monster India,Custom,https://www.monsterindia.com/careers,india
Shine.com,Custom,https://www.shine.com/careers,india
TimesJobs,Custom,https://www.timesjobs.com/careers,india
Freshersworld,Custom,https://www.freshersworld.com/careers,india
Hirist,Custom,https://www.hirist.com/careers,india
Instahyre,Lever,https://www.instahyre.com/careers,india
CutShort,Lever,https://cutshort.io/careers,india
AngelList India,Greenhouse,https://angel.co/careers,india
Turing,Lever,https://www.turing.com/careers,india
Toptal,Custom,https://www.toptal.com/careers,india
Talent500,Lever,https://talent500.co/careers,india
Belong,Lever,https://belong.co/careers,india
Skillenza,Lever,https://skillenza.com/careers,india
Darwinbox,Lever,https://darwinbox.com/careers,india
Keka,Lever,https://www.keka.com/careers,india
GreytHR,Custom,https://www.greythr.com/careers,india
Zoho People,Custom,https://www.zoho.com/people/careers.html,india
SumHR,Lever,https://www.sumhr.com/careers,india
Zimyo,Lever,https://www.zimyo.com/careers,india
factoHR,Custom,https://factohr.com/careers,india
HROne,Lever,https://hrone.cloud/careers,india
PocketHRMS,Lever,https://www.pockethrms.com/careers,india
Freshworks,Greenhouse,https://www.freshworks.com/company/careers/,india
Zoho,Custom,https://www.zoho.com/careers.html,india
Chargebee,Greenhouse,https://www.chargebee.com/company/careers/,india
Postman,Greenhouse,https://www.postman.com/company/careers/,india
BrowserStack,Greenhouse,https://www.browserstack.com/careers,india
Druva,Greenhouse,https://www.druva.com/careers/,india
Icertis,Greenhouse,https://www.icertis.com/company/careers/,india
HighRadius,Greenhouse,https://www.highradius.com/careers/,india
MindTickle,Greenhouse,https://www.mindtickle.com/company/careers/,india
LeadSquared,Lever,https://www.leadsquared.com/careers/,india
Whatfix,Greenhouse,https://whatfix.com/careers/,india
CleverTap,Greenhouse,https://clevertap.com/careers/,india
WebEngage,Lever,https://webengage.com/careers/,india
MoEngage,Greenhouse,https://www.moengage.com/careers/,india
Sprinklr,Greenhouse,https://www.sprinklr.com/careers/,india
Yellow.ai,Greenhouse,https://yellow.ai/careers/,india
Observe.AI,Greenhouse,https://www.observe.ai/careers,india
Haptik,Lever,https://haptik.ai/careers/,india
Verloop,Lever,https://verloop.io/careers,india
Gupshup,Lever,https://www.gupshup.io/careers,india
Exotel,Lever,https://exotel.com/careers,india
Knowlarity,Lever,https://www.knowlarity.com/careers,india
Ozonetel,Lever,https://ozonetel.com/careers,india
MyOperator,Lever,https://myoperator.com/careers,india
Kaleyra,Lever,https://www.kaleyra.com/careers,india
MSG91,Lever,https://msg91.com/careers,india
Netcore Cloud,Lever,https://netcorecloud.com/careers,india
Capillary Technologies,Lever,https://www.capillarytech.com/careers,india
Manthan,Lever,https://manthan.com/careers/,india
Salesken,Lever,https://www.salesken.ai/careers,india
Vymo,Lever,https://www.getvymo.com/careers,india
Leena AI,Lever,https://leena.ai/careers,india
Hiver,Lever,https://hiverhq.com/careers,india
Helpshift,Lever,https://www.helpshift.com/careers,india
Kommunicate,Lever,https://www.kommunicate.io/careers,india
Kapture CRM,Lever,https://www.kapturecrm.com/careers,india
Kylas,Lever,https://kylas.io/careers,india
Pepper Content,Lever,https://www.peppercontent.io/careers,india
Wingify,Lever,https://wingify.com/careers,india
ContentStack,Greenhouse,https://www.contentstack.com/careers,india
Vwo,Lever,https://vwo.com/careers,india
Hotjar,Greenhouse,https://www.hotjar.com/careers,india
Mixpanel,Greenhouse,https://mixpanel.com/careers,india
Amplitude,Greenhouse,https://amplitude.com/careers,india
Heap,Greenhouse,https://heap.io/careers,india
Pendo,Greenhouse,https://www.pendo.io/careers,india
Appsflyer,Greenhouse,https://www.appsflyer.com/careers,india
Branch,Greenhouse,https://branch.io/careers,india
Adjust,Greenhouse,https://www.adjust.com/careers,india
Singular,Greenhouse,https://www.singular.net/careers,india
Segment,Greenhouse,https://segment.com/jobs/,india
mParticle,Greenhouse,https://www.mparticle.com/careers,india
RudderStack,Greenhouse,https://www.rudderstack.com/careers,india
Airbyte,Greenhouse,https://airbyte.com/careers,india
Fivetran,Greenhouse,https://www.fivetran.com/careers,india
dbt Labs,Greenhouse,https://www.getdbt.com/careers,india
Monte Carlo,Greenhouse,https://www.montecarlodata.com/careers,india
Atlan,Lever,https://atlan.com/careers,india
Alation,Greenhouse,https://www.alation.com/careers,india
Collibra,Greenhouse,https://www.collibra.com/careers,india
Informatica,Workday,https://careers.informatica.com/,india
Talend,Greenhouse,https://www.talend.com/careers,india
Alteryx,Workday,https://www.alteryx.com/careers,india
Dataiku,Greenhouse,https://www.dataiku.com/careers,india
Domino Data Lab,Greenhouse,https://www.dominodatalab.com/careers,india
Weights & Biases,Greenhouse,https://wandb.ai/careers,india
Neptune.ai,Greenhouse,https://neptune.ai/careers,india
Comet ML,Greenhouse,https://www.comet.com/careers,india
Fractal Analytics,Lever,https://fractal.ai/careers/,india
Mu Sigma,Custom,https://www.mu-sigma.com/careers,india
Tiger Analytics,Lever,https://www.tigeranalytics.com/careers/,india
Sigmoid,Lever,https://www.sigmoid.com/careers/,india
LatentView Analytics,Lever,https://www.latentview.com/careers/,india
TheMathCompany,Lever,https://themathcompany.com/careers/,india
Course5i,Lever,https://www.course5i.com/careers/,india
Crayon Data,Lever,https://crayondata.com/careers/,india
Mad Street Den,Lever,https://www.madstreetden.com/careers/,india
Niki.ai,Lever,https://niki.ai/careers,india
Vernacular.ai,Lever,https://vernacular.ai/careers,india
Skit.ai,Lever,https://skit.ai/careers,india
Uniphore,Lever,https://www.uniphore.com/careers,india
Gnani.ai,Lever,https://gnani.ai/careers,india
Staqu,Lever,https://www.staqu.com/careers,india
Uncanny Vision,Lever,https://www.uncannyvision.com/careers,india
Parallel Dots,Lever,https://paralleldots.com/careers,india
Active.ai,Lever,https://active.ai/careers,india
Arya.ai,Lever,https://arya.ai/careers,india
Fluid AI,Lever,https://fluid.ai/careers,india
Artivatic.ai,Lever,https://www.artivatic.ai/careers,india
Cropin,Lever,https://www.cropin.com/careers,india
AgNext,Lever,https://www.agnext.in/careers,india
Intello Labs,Lever,https://www.intello.ag/careers,india
Fasal,Lever,https://fasal.co/careers,india
DeHaat,Lever,https://www.dehaat.com/careers,india
Ninjacart,Lever,https://www.ninjacart.in/careers,india
WayCool,Lever,https://waycool.in/careers,india
Udaan,Lever,https://www.udaan.com/careers,india
Jumbotail,Lever,https://www.jumbotail.com/careers,india
ShopKirana,Lever,https://www.shopkirana.com/careers,india
ElasticRun,Lever,https://www.elastic.run/careers,india
Shadowfax,Lever,https://www.shadowfax.in/careers,india
Delhivery,Lever,https://www.delhivery.com/careers,india
Ecom Express,Custom,https://www.ecomexpress.in/careers,india
XpressBees,Lever,https://www.xpressbees.com/careers,india
BlueDart,Custom,https://www.bluedart.com/careers,india
DTDC,Custom,https://www.dtdc.in/careers,india
Gati,Custom,https://www.gati.com/careers,india
Rivigo,Lever,https://www.rivigo.com/careers,india
BlackBuck,Lever,https://www.blackbuck.com/careers,india
Locus.sh,Lever,https://locus.sh/careers,india
FarEye,Lever,https://fareye.com/careers,india
Pickrr,Lever,https://www.pickrr.com/careers,india
Shiprocket,Lever,https://www.shiprocket.in/careers,india
Clickpost,Lever,https://www.clickpost.ai/careers,india
Infosys,Custom,https://www.infosys.com/careers/,india
TCS,Custom,https://www.tcs.com/careers,india
Wipro,Custom,https://careers.wipro.com/,india
HCL,Custom,https://www.hcltech.com/careers,india
Tech Mahindra,Custom,https://careers.techmahindra.com/,india
Cognizant,Workday,https://careers.cognizant.com/global-en/jobs/,india
Accenture,Custom,https://www.accenture.com/in-en/careers,india
Capgemini,Custom,https://www.capgemini.com/in-en/careers/,india
LTIMindtree,Custom,https://www.ltimindtree.com/careers/,india
Persistent Systems,Custom,https://www.persistent.com/careers/,india
Mphasis,Custom,https://www.mphasis.com/careers.html,india
Coforge,Custom,https://www.coforge.com/careers,india
Birlasoft,Custom,https://www.birlasoft.com/careers,india
Hexaware,Custom,https://hexaware.com/careers/,india
Zensar,Custom,https://www.zensar.com/careers,india
Cyient,Custom,https://www.cyient.com/careers,india
LTTS,Custom,https://www.ltts.com/careers,india
Happiest Minds,Custom,https://www.happiestminds.com/careers/,india
Sonata Software,Custom,https://www.sonata-software.com/careers,india
Mindtree,Custom,https://www.mindtree.com/careers,india
NIIT Technologies,Custom,https://www.niit-tech.com/careers,india
Mastech Digital,Custom,https://www.mastechdigital.com/careers,india
Sasken,Custom,https://www.sasken.com/careers,india
KPIT Technologies,Custom,https://www.kpit.com/careers/,india
Tata Elxsi,Custom,https://www.tataelxsi.com/careers,india
Ness Digital,Custom,https://www.ness.com/careers,india
GlobalLogic,Custom,https://www.globallogic.com/careers/,india
Nagarro,Custom,https://www.nagarro.com/careers,india
Thoughtworks,Greenhouse,https://www.thoughtworks.com/careers,india
Publicis Sapient,Custom,https://www.publicissapient.com/careers,india
Valtech,Custom,https://www.valtech.com/careers/,india
EPAM,Greenhouse,https://www.epam.com/careers,india
Grid Dynamics,Greenhouse,https://www.griddynamics.com/careers,india
Genpact,Custom,https://www.genpact.com/careers,india
EXL,Custom,https://www.exlservice.com/careers,india
Sutherland,Custom,https://www.sutherlandglobal.com/careers,india
WNS,Custom,https://www.wns.com/careers,india
Concentrix,Custom,https://www.concentrix.com/careers/,india
Teleperformance,Custom,https://www.teleperformance.com/careers,india
Firstsource,Custom,https://www.firstsource.com/careers,india
CSS Corp,Custom,https://www.csscorp.com/careers,india
IBM,Workday,https://www.ibm.com/employment/in-en/,india
Oracle,Custom,https://www.oracle.com/in/corporate/careers/,india
SAP Labs,SuccessFactors,https://jobs.sap.com/search/?q=&locationsearch=india,india
Salesforce,Greenhouse,https://www.salesforce.com/in/company/careers/,india
Adobe,Workday,https://careers.adobe.com/,india
Atlassian,Greenhouse,https://www.atlassian.com/company/careers,india
Cisco,Workday,https://jobs.cisco.com/,india
VMware,Workday,https://careers.vmware.com,india
Dell,Workday,https://jobs.dell.com/india,india
HP,Workday,https://jobs.hp.com/,india
Intel,Workday,https://jobs.intel.com/,india
Qualcomm,Workday,https://careers.qualcomm.com/,india
NVIDIA,Workday,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite,india
AMD,Workday,https://careers.amd.com/,india
Samsung,Custom,https://www.samsung.com/in/aboutsamsung/careers/,india
Sony,Custom,https://www.sony.co.in/careers,india
LG,Custom,https://www.lg.com/in/support/careers,india
Panasonic,Custom,https://www.panasonic.com/in/corporate/careers.html,india
Philips,Workday,https://www.careers.philips.com/,india
Siemens,Workday,https://jobs.siemens.com/,india
Bosch,Custom,https://www.bosch.in/careers/,india
Honeywell,Workday,https://careers.honeywell.com/,india
GE,Workday,https://jobs.gecareers.com/,india
Schneider Electric,Workday,https://www.se.com/in/en/about-us/careers/,india
ABB,Workday,https://new.abb.com/careers,india
Emerson,Workday,https://www.emerson.com/en-in/careers,india
Rockwell,Workday,https://www.rockwellautomation.com/careers,india
Texas Instruments,Workday,https://careers.ti.com/,india
NXP,Workday,https://www.nxp.com/company/about-nxp/careers,india
Infineon,Workday,https://www.infineon.com/careers,india
STMicroelectronics,Workday,https://www.st.com/content/st_com/en/about/careers.html,india
Micron,Workday,https://micron.wd1.myworkdayjobs.com/External,india
Western Digital,Workday,https://jobs.westerndigital.com/,india
Seagate,Workday,https://www.seagate.com/in/en/jobs/,india
NetApp,Workday,https://www.netapp.com/company/careers/,india
Pure Storage,Greenhouse,https://www.purestorage.com/company/careers.html,india
Nutanix,Greenhouse,https://www.nutanix.com/careers,india
Games24x7,Lever,https://www.games24x7.com/careers/,india
Mobile Premier League,Lever,https://www.mpl.live/careers,india
Nazara Technologies,Lever,https://www.nazara.com/careers/,india
JetSynthesys,Lever,https://www.jetsynthesys.com/careers/,india
Gameskraft,Lever,https://gameskraft.com/careers/,india
Loco,Lever,https://loco.gg/careers,india
Rooter,Lever,https://rooter.gg/careers,india
Paytm First Games,Lever,https://firstgames.in/careers,india
Junglee Games,Lever,https://www.jungleegames.com/careers,india
Adda52,Custom,https://www.adda52.com/careers,india
Rummy Circle,Custom,https://www.rummycircle.com/careers,india
PokerBaazi,Custom,https://www.pokerbaazi.com/careers,india
A23,Custom,https://www.a23.com/careers,india
Zupee,Lever,https://www.zupee.com/careers,india
WinZO,Lever,https://www.winzogames.com/careers,india
Pocket52,Lever,https://pocket52.com/careers,india
GetMega,Lever,https://www.getmega.com/careers,india
Rush,Lever,https://www.getrushapp.com/careers,india
Rario,Lever,https://rario.com/careers,india
FanCode,Lever,https://fancode.com/careers,india
Times Internet,Custom,https://timesinternet.in/careers/,india
Zee5,Custom,https://www.zee5.com/careers,india
Sony LIV,Custom,https://www.sonyliv.com/careers,india
Viacom18,Custom,https://www.viacom18.com/careers,india
Voot,Custom,https://www.voot.com/careers,india
ALTBalaji,Custom,https://www.altbalaji.com/careers,india
Eros Now,Custom,https://erosnow.com/careers,india
MX Player,Custom,https://www.mxplayer.in/careers,india
Pocket FM,Lever,https://pocketfm.com/careers,india
Kuku FM,Lever,https://kukufm.com/careers,india
Headfone,Lever,https://headfone.in/careers,india
HDFC Bank,Custom,https://www.hdfcbank.com/personal/about-us/careers,india
ICICI Bank,Custom,https://www.icicicareers.com/,india
Axis Bank,Custom,https://www.axisbank.com/about-us/careers,india
Kotak Mahindra Bank,Custom,https://www.kotak.com/en/careers.html,india
State Bank of India,Custom,https://www.sbi.co.in/web/careers,india
Bank of Baroda,Custom,https://www.bankofbaroda.in/careers,india
Punjab National Bank,Custom,https://www.pnbindia.in/careers.html,india
Canara Bank,Custom,https://canarabank.com/careers,india
Union Bank,Custom,https://www.unionbankofindia.co.in/careers.aspx,india
Bank of India,Custom,https://bankofindia.co.in/career,india
Indian Bank,Custom,https://www.indianbank.in/careers/,india
Central Bank,Custom,https://www.centralbankofindia.co.in/en/careers,india
IDBI Bank,Custom,https://www.idbibank.in/careers.asp,india
Yes Bank,Custom,https://www.yesbank.in/about-us/careers,india
IndusInd Bank,Custom,https://www.indusind.com/in/en/careers.html,india
Federal Bank,Custom,https://www.federalbank.co.in/careers,india
RBL Bank,Custom,https://www.rblbank.com/about-us/careers,india
South Indian Bank,Custom,https://www.southindianbank.com/careers,india
